#FEHLER#Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	,
Multi_Headings	Yes
X_Columns	One
Time_Pref	Absolute
Operator	Labor
Date	2023/03/13
Time	13:07:43,1027647249128264644
***End_of_Header***	
	
Channels	1	
Samples	40000	
Date	2023/03/13	
Time	13:07:43,1027647249128264644	
Y_Unit_Label	Volts	
X_Dimension	Time	
X0	0,0000000000000000E+0	
Delta_X	0,000200	
***End_of_Header***		
X_Value	P-Staub	Comment
0,000000	2,756993
0,000200	2,772793
0,000400	2,768843
0,000600	2,760943
0,000800	2,772793
0,001000	2,756993
0,001200	2,760943
0,001400	2,764893
0,001600	2,764893
0,001800	2,760943
0,002000	2,764893
0,002200	2,756993
0,002400	2,756993
0,002600	2,760943
0,002800	2,776743
0,003000	2,772793
0,003200	2,772793
0,003400	2,776743
0,003600	2,788592
0,003800	2,780692
0,004000	2,772793
0,004200	2,788592
0,004400	2,796492
0,004600	2,780692
0,004800	2,788592
0,005000	2,792542
0,005200	2,788592
0,005400	2,788592
0,005600	2,800442
0,005800	2,808341
0,006000	2,792542
0,006200	2,796492
0,006400	2,788592
0,006600	2,820191
0,006800	2,812291
0,007000	2,812291
0,007200	2,820191
0,007400	2,824141
0,007600	2,820191
0,007800	2,820191
0,008000	2,808341
0,008200	2,816241
0,008400	2,820191
0,008600	2,820191
0,008800	2,812291
0,009000	2,812291
0,009200	2,832041
0,009400	2,824141
0,009600	2,835990
0,009800	2,835990
0,010000	2,828091
0,010200	2,828091
0,010400	2,843890
0,010600	2,839940
0,010800	2,832041
0,011000	2,835990
0,011200	2,828091
0,011400	2,839940
0,011600	2,843890
0,011800	2,843890
0,012000	2,820191
0,012200	2,847840
0,012400	2,851790
0,012600	2,851790
0,012800	2,855740
0,013000	2,859690
0,013200	2,855740
0,013400	2,867589
0,013600	2,867589
0,013800	2,859690
0,014000	2,863640
0,014200	2,871539
0,014400	2,875489
0,014600	2,867589
0,014800	2,875489
0,015000	2,875489
0,015200	2,883389
0,015400	2,879439
0,015600	2,883389
0,015800	2,891289
0,016000	2,891289
0,016200	2,899188
0,016400	2,903138
0,016600	2,907088
0,016800	2,899188
0,017000	2,914988
0,017200	2,914988
0,017400	2,907088
0,017600	2,918938
0,017800	2,918938
0,018000	2,918938
0,018200	2,911038
0,018400	2,934737
0,018600	2,938687
0,018800	2,922887
0,019000	2,938687
0,019200	2,938687
0,019400	2,942637
0,019600	2,946587
0,019800	2,930787
0,020000	2,946587
0,020200	2,946587
0,020400	2,958436
0,020600	2,950537
0,020800	2,970286
0,021000	2,962386
0,021200	2,982135
0,021400	2,974236
0,021600	2,962386
0,021800	2,970286
0,022000	2,982135
0,022200	2,978186
0,022400	2,986085
0,022600	2,982135
0,022800	2,986085
0,023000	2,982135
0,023200	3,001885
0,023400	3,005835
0,023600	2,990035
0,023800	3,001885
0,024000	3,001885
0,024200	3,005835
0,024400	2,997935
0,024600	3,001885
0,024800	3,005835
0,025000	3,017684
0,025200	3,009785
0,025400	3,013734
0,025600	3,013734
0,025800	3,017684
0,026000	3,033484
0,026200	3,025584
0,026400	3,017684
0,026600	3,033484
0,026800	3,017684
0,027000	3,029534
0,027200	3,029534
0,027400	3,029534
0,027600	3,041383
0,027800	3,037434
0,028000	3,041383
0,028200	3,053233
0,028400	3,033484
0,028600	3,045333
